Club ID,Date,Start,Finish,Team,Facility,Type,Opponent,Note,N/A,For,Against,DB ID,Ofcl,Write Up
,12/17/2022,3:30 PM,4:45 PM,>Girls>Girls 6th Grade Division 1>Gainesville G6-1 Murray,Annandale HS-#2,Game,>Girls>Girls 6th Grade Division 1>Vienna G6-1 Amouri,,,32,28,7390007,,
,12/17/2022,4:00 PM,5:10 PM,>Girls>Girls 5th grade Division 1>DYS G5-1 Samson,Willard Middle School ,Game,>Girls>Girls 5th grade Division 1>Arlington G5-1 Robins,,,16,14,7384805,,
,12/17/2022,4:15 PM,5:30 PM,>Boys>Boys 8th Grade Division 3>Gainesville B8-3 Brown,Manassas Park CC - #1,Game,>Boys>Boys 8th Grade Division 3>Manassas Park B8- 3 Hockman,,,0,2,7388789,,
,12/17/2022,4:30 PM,5:45 PM,>Girls>Girls 7th Grade Division 2>Arlington G7-2 Scarcella,Madison HS-Main,Game,>Girls>Girls 7th Grade Division 2>McLean G7-2 Horenstein,,,21,34,7389780,,
,12/17/2022,4:30 PM,5:45 PM,>Girls>Girls 7th Grade Division 1>Great Falls G7-1 Wilson,Hayfield HS-#2,Game,>Girls>Girls 7th Grade Division 1>BRYC G7-1 Shin,lost Jackson 12-7,,39,48,7389646,,
,12/17/2022,4:30 PM,5:45 PM,>Boys>Boys 6th Grade Division 1>Reston B6-1 Laureano,Hayfield HS-#1,Game,>Boys>Boys 6th Grade Division 1>Gainesville B6-1 Torco,,,40,46,7390292,,
,12/17/2022,4:45 PM,6:00 PM,>Boys>Boys 8th Grade Division 3>CYA B8-3 Hessell,Annandale HS-#1,Game,>Boys>Boys 8th Grade Division 2 >Arlington B8-2+ Davis,,,22,45,7388788,,
,12/17/2022,4:45 PM,6:00 PM,>Girls>Girls 6th Grade Division 1>FPYC G6-1  Varner,Annandale HS-#2,Game,>Girls>Girls 6th Grade Division 1>Vienna G6-1 Brooks,,,43,14,7390008,,
,12/17/2022,5:10 PM,6:20 PM,>Boys>Boys 5th grade Division 2>Fort Hunt B5-2 Blanton,Willard Middle School ,Game,>Boys>Boys 5th grade Division 1>DYS B5-1 Mulhern,,,30,33,7384878,,
,12/17/2022,5:30 PM,6:45 PM,>Boys>Boys 5th grade Division 3>DYS B5 -3 Armstrong,Manassas Park CC - #1,Game,>Boys>Boys 5th grade Division 2>Manassas Park B5-2 Toth,,,34,55,7384874,,
,12/17/2022,5:45 PM,7:00 PM,>Boys>Boys 6th Grade Division 1>Lee-Mt. Vernon B6-1 Davis,Hayfield HS-#1,Game,>Boys>Boys 6th Grade Division 1>Vienna B6-1 Nmah,,,32,34,7390293,,
,12/17/2022,5:45 PM,6:45 PM,>Boys>Boys 8th Grade Division 1>Gainesville B8-1 Dandrea,Hayfield HS-#2,Game,>Boys>Boys 8th Grade Division 1>Arlington B8-1 McLean,Lost Jackson 12-6,,39,55,7387163,,
,12/17/2022,5:45 PM,7:00 PM,>Boys>Boys 7th Grade Division 2>Vienna B7- * Leone,Madison HS-Main,Game,>Boys>Boys 7th Grade Division 1>Vienna B7-1 Stolburg,,,50,62,7388679,,
,12/17/2022,6:20 PM,7:35 PM,>Boys>Boys 5th grade Division 2>DYS B5 -2 Venia,Willard Middle School ,Game,>Boys>Boys 5th grade Division 2>Great Falls B5-2 Harper,,,29,39,7384860,,
,12/18/2022,,,>Girls>Girls 6th Grade Division 2>Herndon G6-2 Williams,Lee HS-Aux,Game,>Girls>Girls 6th Grade Division 2>Burke G6-2 Thomas,Burke didn't have enough players ,CANCELLED,,,7390077,,
,12/18/2022,11:45 AM,1:00 PM,>Girls>Girls 6th Grade Division 1>Arlington G6-* Gary,Dorothy Hamm (Woodlawn),Game,>Girls>Girls 6th Grade Division 2>Turnpike G6-2 Conklin,use door 11 located back of school,,44,6,7390074,,
,12/18/2022,12:00 PM,1:15 PM,>Boys>Boys 8th Grade Division 2 >Gainesville B8-2 Maxwell,Annandale HS-#1,Game,>Boys>Boys 8th Grade Division 2 >Fort Belvoir B8-2 Taylor,,,42,74,7388412,,
,12/18/2022,12:00 PM,1:15 PM,>Boys>Boys 8th Grade Division 1>Lee District CC B8-1 Love,Lewis HS-Main (was lee),Game,>Boys>Boys 8th Grade Division 1>Vienna B8-1 Marsden,,,50,57,7387176,,
,12/18/2022,12:00 PM,1:15 PM,>Girls>Girls 7th Grade Division 2>BRYC G7-2 Shin,Annandale HS-#2,Game,>Girls>Girls 7th Grade Division 2>Gainesville G7-2 Lawhorne,,,9,42,7389781,,
,12/18/2022,12:00 PM,1:15 PM,>Girls>Girls 8th Grade Division 1>CYA G8-1 Dowling,Edison HS - Main,Game,>Girls>Girls 8th Grade Division 1>Arlington G8-1 Hall,,,37,41,7387249,,
,12/18/2022,1:00 PM,2:15 PM,>Boys>Boys 8th Grade Division 2 >Mt. Vernon B8-2 Woodhall,West Springfield-#2,Game,>Boys>Boys 8th Grade Division 2 >South County B8-2 Miller,,,38,52,7388411,,
,12/18/2022,1:00 PM,2:15 PM,>Boys>Boys 7th Grade Division 3>Herndon B7-3 Starinieri,South Lakes HS left,Game,>Boys>Boys 7th Grade Division 3>Reston  B7-3 Schlesinger,,,31,29,7389050,,
,12/18/2022,1:00 PM,2:15 PM,>Boys>Boys 7th Grade Division 3>Great Falls B7-3 Conver,West Springfield-Main,Game,>Boys>Boys 7th Grade Division 3>Springfield B7- 3 Carroll,GF not enough players ,CANCELLED,,,7389048,,
,12/18/2022,1:00 PM,2:15 PM,>Boys>Boys 5th grade Division 3>Gainesville B5-3  Penn,Jackson MS-Front gym,Game,>Boys>Boys 5th grade Division 3>Herndon B5-3 Sevila,,,25,22,7384877,,
,12/18/2022,1:00 PM,2:15 PM,>Boys>Boys 7th Grade Division 2>FPYC B7-2 Nickle,Hayfield HS-#2,Game,>Boys>Boys 7th Grade Division 3>Gainesville B7-  Jackson,,,37,15,7389868,,
,12/18/2022,1:00 PM,2:15 PM,>Girls>Girls 7th Grade Division 1>Burke G7-1 Jones,Hayfield HS-#1,Game,>Girls>Girls 7th Grade Division 1>Arlington G7-1 Kaufman,,,28,36,7389661,,
,12/18/2022,1:00 PM,2:15 PM,>Boys>Boys 5th grade Division 1>Vienna B5-1 Locey,Dorothy Hamm (Woodlawn),Game,>Boys>Boys 5th grade Division 1>Arlington B5-1 Sadaka,use door 11 located back of school,,40,30,7384850,,
,12/18/2022,1:15 PM,2:30 PM,>Girls>Girls 8th Grade Division 2>Great Falls G8- 2 Hasan,Annandale HS-#1,Game,>Girls>Girls 8th Grade Division 2>Vienna G8- 2 Tomlinson,,,22,30,7387753,, Good game. Great Falls only had 4 players and Vienna only 7. 
,12/18/2022,1:15 PM,2:30 PM,>Boys>Boys 8th Grade Division 1>Lee-Mt. Vernon B8-1 Bosley,Lewis HS-Main (was lee),Game,>Boys>Boys 8th Grade Division 1>Gainesville B8-1 Dandrea,,,51,59,7387178,,
,12/18/2022,1:15 PM,2:30 PM,>Girls>Girls 8th Grade Division 1>Fort Hunt G8-1 Garey,Edison HS - Main,Game,>Girls>Girls 8th Grade Division 2>Springfield G8-* Allen,FT hunt too many sick players ,,0,2,7387250,,
,12/18/2022,1:15 PM,2:30 PM,>Boys>Boys 6th Grade Division 2>South County B6-2 Coleman,Annandale HS-#2,Game,>Boys>Boys 6th Grade Division 2>Lee District B6-2 Diffenbach,,,25,31,7390493,,
,12/18/2022,1:15 PM,2:30 PM,>Boys>Boys 7th Grade Division 2>CYA B7-* Baltazar,Lee HS-Aux,Game,>Boys>Boys 7th Grade Division 1>Arlington B7-1 Lowen,time / location change,,31,62,7388693,,
,12/18/2022,2:15 PM,3:30 PM,>Boys>Boys 6th Grade Division 1>Gainesville B6-1 Torco,West Springfield-#2,Game,>Boys>Boys 6th Grade Division 1>Great Falls B6-1 Wilson,,,43,22,7390306,,
,12/18/2022,2:15 PM,3:30 PM,>Boys>Boys 7th Grade Division 3>SYA B7-3 Sorg,West Springfield-Main,Game,>Boys>Boys 7th Grade Division 3>CYA B7-3 Hackney,,,45,20,7389049,,
,12/18/2022,2:15 PM,3:30 PM,>Boys>Boys 8th Grade Division 2 >Vienna B8-2 Desenti,South Lakes HS left,Game,>Boys>Boys 8th Grade Division 2 >Reston B8-2 Love,,,48,64,7388408,,
,12/18/2022,2:15 PM,3:30 PM,>Girls>Girls 6th Grade Division 2>CYA G6-2 Ballam ,Jackson MS-Front gym,Game,>Girls>Girls 6th Grade Division 2>Great Falls G6-2 Lonnett/Outlaw,,,19,36,7390075,,
,12/18/2022,2:15 PM,3:30 PM,>Girls>Girls 7th Grade Division 1>Fort Hunt G7-1 Langone,Hayfield HS-#1,Game,>Girls>Girls 7th Grade Division 1>Great Falls G7-1 Wilson,,,35,52,7389664,,
,12/18/2022,2:15 PM,3:30 PM,>Boys>Boys 7th Grade Division 2>BRYC B7-2 Thanos,Hayfield HS-#2,Game,>Boys>Boys 7th Grade Division 2>McLean B7-2 Berusch,,,25,42,7389869,,
,12/18/2022,2:15 PM,3:30 PM,>Boys>Boys 6th Grade Division 1>Vienna B6-1 Nmah,Dorothy Hamm (Woodlawn),Game,>Boys>Boys 6th Grade Division 1>Arlington B6-1 Escherick,use door 11 located back of school,,18,36,7390310,,
,12/18/2022,2:30 PM,3:45 PM,>Girls>Girls 8th Grade Division 2>Lee District G8- 2 Tickner,Annandale HS-#1,Game,>Girls>Girls 8th Grade Division 2>Turnpike G8-2 Zucker,,,47,25,7387752,,
,12/18/2022,2:30 PM,3:45 PM,>Girls>Girls 8th Grade Division 2>Mt. Vernon G8-2 Gorman,Lewis HS-Main (was lee),Game,>Girls>Girls 8th Grade Division 2>Reston G8-2 Altamirano,,,26,29,7387750,,
,12/18/2022,2:30 PM,3:45 PM,>Girls>Girls 8th Grade Division 1>SYA G8-1 Andersen,Edison HS - Main,Game,>Girls>Girls 8th Grade Division 1>Burke G8-1 Zahui.,,,57,28,7387251,,
,12/18/2022,2:30 PM,3:45 PM,>Boys>Boys 7th Grade Division 1>Gainesville B7-1 Dandrea,Lee HS-Aux,Game,>Boys>Boys 7th Grade Division 1>Vienna B7-1 Stolburg,time / location change,,54,18,7388695,,
,12/18/2022,2:30 PM,3:45 PM,>Boys>Boys 6th Grade Division 3>FPYC B6-3 Ragan,Annandale HS-#2,Game,>Boys>Boys 6th Grade Division 3>Gum Springs B6-3 Cordisco,,,43,29,7390193,,
,12/18/2022,3:30 PM,4:45 PM,>Boys>Boys 6th Grade Division 1>BRYC B6-1 Mitchell,West Springfield-#2,Game,>Boys>Boys 6th Grade Division 1>Reston B6-1 Laureano,,,42,39,7390307,,
,12/18/2022,3:30 PM,4:45 PM,>Girls>Girls 7th Grade Division 1>Arlington G  Sedor,South Lakes HS left,Game,>Girls>Girls 7th Grade Division 2>Reston G7 Altamirano,,,46,25,7389779,,
,12/18/2022,3:30 PM,4:45 PM,>Boys>Boys 8th Grade Division 2 >Herndon B8-2 Mendelsohn,West Springfield-Main,Game,>Boys>Boys 8th Grade Division 2 >BRYC B8-2 Sharma,,,39,44,7388407,,
,12/18/2022,3:30 PM,4:45 PM,>Girls>Girls 5th grade Division 2>Annandale G5-2 Anderson,Jackson MS-Front gym,Game,>Girls>Girls 5th grade Division 2>DYS G5-2 Ranone,no zone,,13,27,7384817,,
,12/18/2022,3:30 PM,4:45 PM,>Boys>Boys 7th Grade Division 2>Fort Hunt B7-2 Estenson,Hayfield HS-#2,Game,>Boys>Boys 7th Grade Division 2>Great Falls B7-2 Klein,,,57,35,7389870,,
,12/18/2022,3:30 PM,4:45 PM,>Girls>Girls 7th Grade Division 1>Vienna G7-1 Yoder,Hayfield HS-#1,Game,>Girls>Girls 7th Grade Division 1>BRYC G7-1 Shin,,,20,43,7389663,,
,12/18/2022,3:30 PM,4:45 PM,>Boys>Boys 8th Grade Division 1>Arlington B8-1 McLean,Dorothy Hamm (Woodlawn),Game,>Boys>Boys 8th Grade Division 1>BRYC B8-1 Lee,use door 11 located back of school,,44,50,7387177,,
,12/18/2022,3:45 PM,5:00 PM,>Boys>Boys 7th Grade Division 3>Fort Hunt B7-3 Loving,Annandale HS-#1,Game,>Boys>Boys 7th Grade Division 3>Annandale B7-3 Gregory,,,29,33,7389047,,
,12/18/2022,3:45 PM,5:00 PM,>Girls>Girls 8th Grade Division 1>Gainesville G8-1* Hampson,Edison HS - Main,Game,>Girls>Girls 8th Grade Division 2>Burke G8-2 Zahui,,,52,15,7387751,,
,12/18/2022,3:45 PM,5:00 PM,>Boys>Boys 6th Grade Division 1>Turnpike B6- Ours,Annandale HS-#2,Game,>Boys>Boys 6th Grade Division 2>Fort Hunt B6-2 Casey,,,52,29,7390490,,
,12/18/2022,4:15 PM,5:30 PM,>Girls>Girls 7th Grade Division 1>CYA G7-1  Walker,McLean HS-Main,Game,>Girls>Girls 7th Grade Division 1>McLean G7- 1 Megas,,,31,23,7389662,,
,12/18/2022,4:15 PM,5:30 PM,>Boys>Boys 6th Grade Division 1>Burke B6-1 Raybon,McLean HS-Aux,Game,>Boys>Boys 6th Grade Division 1>McLean B6-1 Tallent,,,48,51,7390309,,
,12/18/2022,4:45 PM,6:00 PM,>Boys>Boys 6th Grade Division 2>Arlington B6-2 Romasco,Dorothy Hamm (Woodlawn),Game,>Boys>Boys 6th Grade Division 2>CYA B6-2 Kim,use door 11 located back of school,,52,19,7390492,,
,12/18/2022,4:45 PM,6:00 PM,>Boys>Boys 7th Grade Division 2>Turnpike B7-2 Taylor,Hayfield HS-#1,Game,>Boys>Boys 7th Grade Division 2>Arlington B7-2 Parker,,,67,27,7389872,,
,12/18/2022,4:45 PM,6:00 PM,>Boys>Boys 7th Grade Division 2>Falls Church B7-2 Papadopoulos,Hayfield HS-#2,Game,>Boys>Boys 7th Grade Division 3>Lee-Mt. Vernon B7-* Beisner,,,15,0,7389871,,
,12/18/2022,4:45 PM,6:00 PM,>Girls>Girls 5th grade Division 2>SYA G5-2 Trullender,Jackson MS-Front gym,Game,>Girls>Girls 5th grade Division 2>BRYC G5-2  Larson,no zone,,9,32,7384831,,
,12/18/2022,4:45 PM,6:00 PM,>Boys>Boys 6th Grade Division 1>CYA B6-1 McNutt,West Springfield-#2,Game,>Boys>Boys 6th Grade Division 1>Lee-Mt. Vernon B6-1 Davis,,,21,33,7390308,,
,12/18/2022,4:45 PM,6:00 PM,>Boys>Boys 8th Grade Division 2 >FPYC B8-2 Davis,West Springfield-Main,Game,>Boys>Boys 8th Grade Division 2 >Fort Hunt B8-2 Zippel,,,40,36,7388409,,
,12/18/2022,4:45 PM,6:00 PM,>Boys>Boys 7th Grade Division 1>Reston  B7-1 Douad,South Lakes HS left,Game,>Boys>Boys 7th Grade Division 1>South County B7-1 Brown,time / location change ,,54,40,7388692,,
,12/18/2022,5:00 PM,6:15 PM,>Girls>Girls 6th Grade Division 2>BRYC G6-2 Suddarth,Annandale HS-#2,Game,>Girls>Girls 6th Grade Division 2>McLean G6-2 Morneau,,,8,19,7390076,,
,12/18/2022,5:00 PM,6:15 PM,>Boys>Boys 8th Grade Division 3>Great Falls B8-* Karaki,Annandale HS-#1,Game,>Boys>Boys 8th Grade Division 2 >Falls Church B8-2 Greiner,,,27,53,7388414,,
,12/18/2022,5:30 PM,6:45 PM,>Girls>Girls 6th Grade Division 1>McLean G6-1 Hazzan,McLean HS-Aux,Game,>Girls>Girls 6th Grade Division 2>SYA G6 -* Johnson,,,37,23,7390005,,
,12/18/2022,5:30 PM,6:45 PM,>Girls>Girls 8th Grade Division 1>McLean G8-1 Kim,McLean HS-Main,Game,>Girls>Girls 8th Grade Division 1>McLean G8-1 Norton,,,43,29,7387252,,
,12/18/2022,6:00 PM,7:15 PM,>Boys>Boys 8th Grade Division 3>Herndon B8-3 Baker,West Springfield-Main,Game,>Boys>Boys 8th Grade Division 3>CYA B8-3 Hessell,Lost Jackson 12-6,,37,45,7388772,,
,12/18/2022,6:45 PM,8:00 PM,>Boys>Boys 7th Grade Division 1>McLean B7-1 Leggett,McLean HS-Main,Game,>Boys>Boys 7th Grade Division 2>Vienna B7- * Leone,,,61,24,7388694,,
,12/18/2022,6:45 PM,8:00 PM,>Boys>Boys 8th Grade Division 2 >McLean B8-2 Ball,McLean HS-Aux,Game,>Boys>Boys 8th Grade Division 2 >Springfield B8-2 Morrison,,,63,65,7388413,,
,01/03/2023,6:15 PM,7:30 PM,>Boys>Boys 8th Grade Division 1>Vienna B8-1 Marsden,Jackson MS-Front gym,Game,>Boys>Boys 8th Grade Division 1>Arlington B8-1 McLean,,,57,34,7387185,,
,01/03/2023,6:15 PM,7:30 PM,>Boys>Boys 8th Grade Division 2 >Falls Church B8-2 Greiner,Jackson MS rear gym,Game,>Boys>Boys 8th Grade Division 2 >Manassas Park B8-2 Gaskins,,,50,45,7388375,,
,01/03/2023,6:45 PM,8:00 PM,>Boys>Boys 8th Grade Division 1>CYA B8-1 Rosenblatt,Bryant Center,Game,>Boys>Boys 8th Grade Division 1>Lee-Mt. Vernon B8-1 Bosley,,,47,62,7387183,,
,01/03/2023,7:30 PM,8:45 PM,>Boys>Boys 8th Grade Division 2 >Springfield B8-2 Morrison,Jackson MS rear gym,Game,>Boys>Boys 8th Grade Division 2 >South County B8-2 Miller,,,51,56,7388378,,
,01/03/2023,7:30 PM,8:45 PM,>Boys>Boys 8th Grade Division 1>BRYC B8-1 Lee,Jackson MS-Front gym,Game,>Boys>Boys 8th Grade Division 1>SYA B8-1 Livingston,,,66,62,7387182,,
,01/03/2023,8:00 PM,9:15 PM,>Boys>Boys 8th Grade Division 1>Gainesville B8-1 Dandrea,Bryant Center,Game,>Boys>Boys 8th Grade Division 1>Lee District CC B8-1 Love,,,49,40,7387181,,
,01/03/2023,8:45 PM,10:00 PM,>Boys>Boys 8th Grade Division 2 >Gainesville B8-2 Maxwell,Jackson MS-Front gym,Game,>Boys>Boys 8th Grade Division 2 >Vienna B8-2 Desenti,,,43,65,7388376,,
,01/04/2023,6:15 PM,7:30 PM,>Girls>Girls 8th Grade Division 2>Springfield G8-* Allen,Jackson MS-Front gym,Game,>Girls>Girls 8th Grade Division 2>Reston G8-2 Altamirano,,,34,44,7387253,,
,01/04/2023,6:45 PM,8:00 PM,>Girls>Girls 8th Grade Division 1>McLean G8-1 Norton,Bryant Center,Game,>Girls>Girls 8th Grade Division 1>Fort Hunt G8-1 Garey,,,40,36,7387256,,
,01/04/2023,7:00 PM,8:15 PM,>Boys>Boys 8th Grade Division 2 >FPYC B8-2 Davis,Jackson MS rear gym,Game,>Boys>Boys 8th Grade Division 2 >Arlington B8-2+ Davis,,,54,34,7388379,,
,01/04/2023,7:30 PM,8:45 PM,>Girls>Girls 8th Grade Division 1>Arlington G8-1 Hall,Jackson MS-Front gym,Game,>Girls>Girls 8th Grade Division 1>Burke G8-1 Zahui.,,,28,36,7387255,,
,01/04/2023,8:00 PM,9:15 PM,>Boys>Boys 7th Grade Division 1>Arlington B7-1 Lowen,Bryant Center,Game,>Boys>Boys 7th Grade Division 1>Reston  B7-1 Douad,,,40,49,7388681,,
,01/04/2023,8:15 PM,9:30 PM,>Boys>Boys 8th Grade Division 2 >BRYC B8-2 Sharma,Jackson MS rear gym,Game,>Boys>Boys 8th Grade Division 2 >Reston B8-2 Love,,,45,36,7388367,,
,01/04/2023,8:45 PM,10:00 PM,>Girls>Girls 8th Grade Division 1>McLean G8-1 Kim,Jackson MS-Front gym,Game,>Girls>Girls 8th Grade Division 1>SYA G8-1 Andersen,,,45,36,7387254,,
,01/05/2023,6:45 PM,8:00 PM,>Boys>Boys 8th Grade Division 2 >Fort Hunt B8-2 Zippel,Bryant Center,Game,>Boys>Boys 8th Grade Division 2 >Gum Springs B8-2 Smith,,,52,61,7388368,,
,01/05/2023,8:00 PM,9:15 PM,>Boys>Boys 8th Grade Division 2 >BRYC B8-2 Sharma,Bryant Center,Game,>Boys>Boys 8th Grade Division 2 >Mt. Vernon B8-2 Woodhall,,,62,34,7388370,,
,01/07/2023,8:45 AM,10:00 AM,>Boys>Boys 7th Grade Division 1>Vienna B7-1 Stolburg,Dorothy Hamm (Woodlawn),Game,>Boys>Boys 7th Grade Division 2>Arlington B7-2 Parker,use door 11 located back of school,,57,27,7389882,,
,01/07/2023,9:00 AM,10:15 AM,>Girls>Girls 6th Grade Division 2>McLean G6-2 Morneau,Jackson MS-Front gym,Game,>Girls>Girls 6th Grade Division 2>Annandale G6-2 Williams,,,23,17,7390083,,
,01/07/2023,9:00 AM,10:15 AM,>Girls>Girls 5th grade Division 2>DYS G5-2 Ranone,Jackson MS rear gym,Game,>Girls>Girls 5th grade Division 2>Lee-Mt.Vernon G5-2  Allen,,,20,34,7430936,,
,01/07/2023,9:00 AM,10:15 AM,>Girls>Girls 6th Grade Division 1>Burke G6-1 Buttery,Liberty MS-#1,Game,>Girls>Girls 6th Grade Division 1>CYA G6-1 Nichols,,,28,32,7390012,,
,01/07/2023,9:00 AM,10:15 AM,>Girls>Girls 6th Grade Division 1>Fort Hunt G6-1 Harris,Liberty MS-#2,Game,>Girls>Girls 6th Grade Division 1>Vienna G6-1 Brooks,scheduler error ,,21,34,7390010,,
,01/07/2023,9:00 AM,10:15 AM,>Boys>Boys 5th grade Division 3>SYA B5-3  Vickers,Bryant Center,Game,>Boys>Boys 5th grade Division 3>Herndon B5-3 Sevila,,,32,23,7431448,,
,01/07/2023,9:15 AM,10:30 AM,>Girls>Girls 5th grade Division 2>FPYC G5-2 Anderson,Unity Braxton MS,Game,>Girls>Girls 5th grade Division 2>Gainesville G5-2 Ratcliff,,,17,18,7430939,,
,01/07/2023,10:00 AM,11:15 AM,>Boys>Boys 7th Grade Division 1>South County B7-1 Brown,Dorothy Hamm (Woodlawn),Game,>Boys>Boys 7th Grade Division 1>Arlington B7-1 Lowen,use door 11 located back of school,,42,50,7388731,,
,01/07/2023,10:15 AM,11:30 AM,>Girls>Girls 6th Grade Division 2>BRYC G6-2 Suddarth,Liberty MS-#2,Game,>Girls>Girls 6th Grade Division 2>Herndon G6-2 Williams,,,26,24,7390082,,
,01/07/2023,10:15 AM,11:30 AM,>Girls>Girls 6th Grade Division 2>SYA G6 -* Johnson,Liberty MS-#1,Game,>Girls>Girls 6th Grade Division 2>CYA G6-2 Ballam ,,,34,12,7390009,,
,01/07/2023,10:15 AM,11:30 AM,>Girls>Girls 5th grade Division 2>BRYC G5-2  Larson,Jackson MS rear gym,Game,>Girls>Girls 5th grade Division 2>SYA G5-2 Trullender,,,20,4,7430937,,
,01/07/2023,10:15 AM,11:30 AM,>Boys>Boys 5th grade Division 1>CYA B5-1 Batta,Jackson MS-Front gym,Game,>Boys>Boys 5th grade Division 1>SYA B5-1 Ball,,,46,23,7431319,,
,01/07/2023,10:15 AM,11:30 AM,>Boys>Boys 6th Grade Division 3>Burke B6-3 Tucker,Bryant Center,Game,>Delete Division>Herndon B6-3 Smith dropped,,,39,11,7390195,,
,01/07/2023,10:30 AM,11:45 AM,>Boys>Boys 5th grade Division 3>Burke B5-3 Hess,Unity Braxton MS,Game,>Boys>Boys 5th grade Division 3>Gainesville B5-3  Penn,,,27,25,7431449,,
,01/07/2023,11:15 AM,12:30 PM,>Boys>Boys 6th Grade Division 2>Arlington B6-2 Romasco,Dorothy Hamm (Woodlawn),Game,>Boys>Boys 6th Grade Division 2>South County B6-2 Coleman,use door 11 located back of school 	,,45,40,7390527,,
,01/07/2023,11:30 AM,12:45 PM,>Boys>Boys 5th grade Division 1>Gainesville B5-1 Bauer,Jackson MS-Front gym,Game,>Boys>Boys 5th grade Division 1>Great Falls B5-1 Bovenzi,,,37,45,7431320,,
,01/07/2023,11:30 AM,12:45 PM,>Girls>Girls 5th grade Division 2>CYA G5-2  Wilke,Jackson MS rear gym,Game,>Girls>Girls 5th grade Division 2>McLean G5-2 Roth,,,5,22,7430938,,
,01/07/2023,11:30 AM,12:45 PM,>Girls>Girls 6th Grade Division 1>Vienna G6-1 Amouri,Liberty MS-#1,Game,>Girls>Girls 6th Grade Division 1>FPYC G6-1  Varner,,,24,42,7390011,,
,01/07/2023,11:30 AM,12:45 PM,>Boys>Boys 5th grade Division 2>BRYC B5-2  Shin,Liberty MS-#2,Game,>Boys>Boys 5th grade Division 2>Great Falls B5-2 Harper,,,39,26,7431246,,
,01/07/2023,11:30 AM,12:45 PM,>Boys>Boys 6th Grade Division 1>Vienna B6-1 Nmah,Bryant Center,Game,>Boys>Boys 6th Grade Division 1>Reston B6-1 Laureano,,,19,37,7390318,,
,01/07/2023,11:45 AM,1:00 PM,>Boys>Boys 6th Grade Division 1>Gainesville B6-1 Torco,Unity Braxton MS,Game,>Boys>Boys 6th Grade Division 1>CYA B6-1 McNutt,,,39,42,7390319,,
,01/07/2023,12:30 PM,1:45 PM,>Boys>Boys 5th grade Division 2>Arlington B5 -2 Farrell /Mah,Dorothy Hamm (Woodlawn),Game,>Boys>Boys 5th grade Division 2>Manassas Park B5-2 Toth,,,37,30,7431243,,
,01/07/2023,12:45 PM,2:00 PM,>Girls>Girls 5th grade Division 1>McLean G5-1 McNicoll,Liberty MS-#1,Game,>Girls>Girls 5th grade Division 1>Vienna G5-1 Korman,,,20,38,7431136,,
,01/07/2023,12:45 PM,2:00 PM,>Boys>Boys 5th grade Division 2>BRYC B5-2  Hoagland,Liberty MS-#2,Game,>Boys>Boys 5th grade Division 2>Lee-Mt. Vernon B5-2 Black,,,42,39,7431245,,
,01/07/2023,12:45 PM,2:00 PM,>Boys>Boys 5th grade Division 2>Reston B5-2 Brooks,Jackson MS rear gym,Game,>Boys>Boys 5th grade Division 2>McLean B5-2 Cecere,,,32,33,7431247,,
,01/07/2023,12:45 PM,2:00 PM,>Boys>Boys 5th grade Division 1>Burke B5-1 Jackson,Jackson MS-Front gym,Game,>Boys>Boys 5th grade Division 1>Vienna B5-1 Locey,,,38,48,7431318,,
,01/07/2023,12:45 PM,2:00 PM,>Boys>Boys 6th Grade Division 2>Fort Hunt B6-2 Casey,Bryant Center,Game,>Boys>Boys 6th Grade Division 2>Great Falls B6-2 Hankins,,,46,24,7390524,,
,01/07/2023,1:00 PM,2:15 PM,>Boys>Boys 5th grade Division 2>CYA B5-2 Goodman,Unity Braxton MS,Game,>Boys>Boys 5th grade Division 2>Gainesville B5- 2 Bellis,,,27,32,7431244,,
,01/07/2023,1:15 PM,2:30 PM,>Boys>Boys 8th Grade Division 2 >Springfield B8-2 Morrison,Gum Springs CC,Game,>Boys>Boys 8th Grade Division 2 >Gum Springs B8-2 Smith,,,42,53,7388451,,
,01/07/2023,1:45 PM,3:00 PM,>Boys>Boys 5th grade Division 1>Arlington B5-1 Sadaka,Dorothy Hamm (Woodlawn),Game,>Boys>Boys 5th grade Division 1>BRYC B5-1 Webb,,,32,30,7431316,,
,01/07/2023,2:00 PM,3:15 PM,>Girls>Girls 5th grade Division 1>Fort Hunt G5-1Mathes,Jackson MS-Front gym,Game,>Girls>Girls 5th grade Division 1>BRYC G5-1 Murphy,,,18,23,7431137,,
,01/07/2023,2:00 PM,3:15 PM,>Girls>Girls 5th grade Division 2>Arlington G5-2 Wishneff,Liberty MS-#1,Game,>Girls>Girls 5th grade Division 2>Vienna G5-2 Korman,,,29,30,7430940,,
,01/07/2023,2:00 PM,3:15 PM,>Boys>Boys 6th Grade Division 2>Vienna B6-2 Powell.,Bryant Center,Game,>Boys>Boys 6th Grade Division 2>Springfield B6-2 Osborne,,,42,21,7390525,,
,01/07/2023,2:15 PM,3:30 PM,>Girls>Girls 7th Grade Division 2>Arlington G7-2 Scarcella,Annandale HS-#2,Game,>Girls>Girls 7th Grade Division 2>BRYC G7-2 Shin,,,12,21,7389785,,;
