CsvRow(db_id=7387165, date='2022-11-28', real_date=datetime.datetime(2022, 11, 28, 0, 0), team='>Boys>Boys 8th Grade Division 1>Lee Mt. Vernon B8-1 Bosley', opponent='>Boys>Boys 8th Grade Division 1>McLean B8-1 Harley', points=39, against=78, error=False)
CsvRow(db_id=7387188, date='2022-12-15', real_date=datetime.datetime(2022, 12, 15, 0, 0), team='>Boys>Boys 8th Grade Division 1>Arlington B8-1 McLean', opponent='>Boys>Boys 8th Grade Division 1>Lee Mt. Vernon B8-1 Bosley', points=60, against=61, error=False)
CsvRow(db_id=7390072, date='2022-12-17', real_date=datetime.datetime(2022, 12, 17, 0, 0), team='>Girls>Girls 6th Grade Division 2>Herndon G6-2 Williams', opponent='>Girls>Girls 6th Grade Division 2>CYA G6-2 Ballam', points=17, against=22, error=False)
CsvRow(db_id=7388405, date='2022-12-17', real_date=datetime.datetime(2022, 12, 17, 0, 0), team='>Boys>Boys 8th Grade Division 2 >Gum Springs B8-2 Smith', opponent='>Boys>Boys 8th Grade Division 2 >CYA B8-2 Weinstein', points=63, against=53, error=False)
CsvRow(db_id=7390058, date='2022-12-17', real_date=datetime.datetime(2022, 12, 17, 0, 0), team='>Girls>Girls 6th Grade Division 2>Annandale G6-2 Williams', opponent='>Girls>Girls 6th Grade Division 2>Burke G6-2 Thomas', points=20, against=23, error=False)
CsvRow(db_id=7390506, date='2022-12-17', real_date=datetime.datetime(2022, 12, 17, 0, 0), team='>Boys>Boys 6th Grade Division 2>Springfield B6-2 Osborne', opponent='>Boys>Boys 6th Grade Division 2>Falls Church B6-2 Greiner', points=34, against=35, error=False)
CsvRow(db_id=7390061, date='2022-12-17', real_date=datetime.datetime(2022, 12, 17, 0, 0), team='>Girls>Girls 6th Grade Division 1>Arlington G6-* Gary', opponent='>Girls>Girls 6th Grade Division 2>BRYC G6-2 Suddarth', points=35, against=9, error=False)
CsvRow(db_id=7390294, date='2022-12-17', real_date=datetime.datetime(2022, 12, 17, 0, 0), team='>Boys>Boys 6th Grade Division 1>BRYC B6-1 Mitchell', opponent='>Boys>Boys 6th Grade Division 1>Burke B6-1 Raybon', points=54, against=38, error=False)
CsvRow(db_id=7390507, date='2022-12-17', real_date=datetime.datetime(2022, 12, 17, 0, 0), team='>Boys>Boys 6th Grade Division 2>Lee District B6-2 Diffenbach', opponent='>Boys>Boys 6th Grade Division 2>Great Falls B6-2 Hankins', points=49, against=24, error=False)
CsvRow(db_id=7390291, date='2022-12-17', real_date=datetime.datetime(2022, 12, 17, 0, 0), team='>Boys>Boys 6th Grade Division 1>Arlington B6-1 Escherick', opponent='>Boys>Boys 6th Grade Division 1>CYA B6-1 McNutt', points=44, against=50, error=False)
CsvRow(db_id=7390509, date='2022-12-17', real_date=datetime.datetime(2022, 12, 17, 0, 0), team='>Boys>Boys 6th Grade Division 2>McLean B6-2 Klett', opponent='>Boys>Boys 6th Grade Division 2>Gainesville B6-2 Siguere', points=22, against=43, error=False)
CsvRow(db_id=7390006, date='2022-12-17', real_date=datetime.datetime(2022, 12, 17, 0, 0), team='>Girls>Girls 6th Grade Division 1>Fort Hunt G6-1 Harris', opponent='>Girls>Girls 6th Grade Division 1>Burke G6-1 Buttery', points=16, against=23, error=False)
CsvRow(db_id=7388790, date='2022-12-17', real_date=datetime.datetime(2022, 12, 17, 0, 0), team='>Boys>Boys 8th Grade Division 3>Turnpike B8-3 Syron', opponent='>Boys>Boys 8th Grade Division 3>Burke B8- 3 DiSilvestro', points=22, against=54, error=False)
CsvRow(db_id=7390073, date='2022-12-17', real_date=datetime.datetime(2022, 12, 17, 0, 0), team='>Girls>Girls 6th Grade Division 1>DYS G6-1* Cook', opponent='>Girls>Girls 6th Grade Division 2>Gainesville G6-2 Hiltner', points=30, against=12, error=False)
CsvRow(db_id=7390508, date='2022-12-17', real_date=datetime.datetime(2022, 12, 17, 0, 0), team='>Boys>Boys 6th Grade Division 1>Turnpike B6- Ours', opponent='>Boys>Boys 6th Grade Division 2>Arlington B6-2 Romasco', points=57, against=34, error=False)
CsvRow(db_id=7388404, date='2022-12-17', real_date=datetime.datetime(2022, 12, 17, 0, 0), team='>Boys>Boys 8th Grade Division 2 >Manassas Park B8-2 Gaskins', opponent='>Boys>Boys 8th Grade Division 3>SYA B8-* White', points=52, against=20, error=False)
CsvRow(db_id=7390511, date='2022-12-17', real_date=datetime.datetime(2022, 12, 17, 0, 0), team='>Boys>Boys 6th Grade Division 2>South County B6-2 Coleman', opponent='>Boys>Boys 6th Grade Division 2>Fort Hunt B6-2 Casey', points=30, against=39, error=False)
CsvRow(db_id=7390510, date='2022-12-17', real_date=datetime.datetime(2022, 12, 17, 0, 0), team='>Boys>Boys 6th Grade Division 2>SYA B6-2 Purdy', opponent='>Boys>Boys 6th Grade Division 2>CYA B6-2 Kim', points=26, against=31, error=False)
CsvRow(db_id=7390295, date='2022-12-17', real_date=datetime.datetime(2022, 12, 17, 0, 0), team='>Boys>Boys 6th Grade Division 1>McLean B6-1 Tallent', opponent='>Boys>Boys 6th Grade Division 1>Great Falls B6-1 Wilson', points=56, against=61, error=False)
CsvRow(db_id=7389647, date='2022-12-17', real_date=datetime.datetime(2022, 12, 17, 0, 0), team='>Girls>Girls 7th Grade Division 1>Vienna G7-1 Yoder', opponent='>Girls>Girls 7th Grade Division 1>CYA G7-1  Walker', points=16, against=43, error=False)
CsvRow(db_id=7388791, date='2022-12-17', real_date=datetime.datetime(2022, 12, 17, 0, 0), team='>Boys>Boys 8th Grade Division 3>Herndon B8-3 Baker', opponent='>Boys>Boys 8th Grade Division 3>Lee Mt. Vernon B8-3 Henderson', points=20, against=36, error=False)
CsvRow(db_id=7390007, date='2022-12-17', real_date=datetime.datetime(2022, 12, 17, 0, 0), team='>Girls>Girls 6th Grade Division 1>Gainesville G6-1 Murray', opponent='>Girls>Girls 6th Grade Division 1>Vienna G6-1 Amouri', points=32, against=28, error=False)
CsvRow(db_id=7388789, date='2022-12-17', real_date=datetime.datetime(2022, 12, 17, 0, 0), team='>Boys>Boys 8th Grade Division 3>Gainesville B8-3 Brown', opponent='>Boys>Boys 8th Grade Division 3>Manassas Park B8- 3 Hockman', points=0, against=2, error=False)
CsvRow(db_id=7389646, date='2022-12-17', real_date=datetime.datetime(2022, 12, 17, 0, 0), team='>Girls>Girls 7th Grade Division 1>Great Falls G7-1 Wilson', opponent='>Girls>Girls 7th Grade Division 1>BRYC G7-1 Shin', points=39, against=48, error=False)
CsvRow(db_id=7390292, date='2022-12-17', real_date=datetime.datetime(2022, 12, 17, 0, 0), team='>Boys>Boys 6th Grade Division 1>Reston B6-1 Laureano', opponent='>Boys>Boys 6th Grade Division 1>Gainesville B6-1 Torco', points=40, against=46, error=False)
CsvRow(db_id=7389780, date='2022-12-17', real_date=datetime.datetime(2022, 12, 17, 0, 0), team='>Girls>Girls 7th Grade Division 2>Arlington G7-2 Scarcella', opponent='>Girls>Girls 7th Grade Division 2>McLean G7-2 Horenstein', points=21, against=34, error=False)
CsvRow(db_id=7388788, date='2022-12-17', real_date=datetime.datetime(2022, 12, 17, 0, 0), team='>Boys>Boys 8th Grade Division 3>CYA B8-3 Hessell', opponent='>Boys>Boys 8th Grade Division 2 >Arlington B8-2+ Davis', points=22, against=45, error=False)
CsvRow(db_id=7390008, date='2022-12-17', real_date=datetime.datetime(2022, 12, 17, 0, 0), team='>Girls>Girls 6th Grade Division 1>FPYC G6-1  Varner', opponent='>Girls>Girls 6th Grade Division 1>Vienna G6-1 Brooks', points=43, against=14, error=False)
CsvRow(db_id=7388679, date='2022-12-17', real_date=datetime.datetime(2022, 12, 17, 0, 0), team='>Boys>Boys 7th Grade Division 2>Vienna B7- * Leone', opponent='>Boys>Boys 7th Grade Division 1>Vienna B7-1 Stolburg', points=50, against=62, error=False)
CsvRow(db_id=7390293, date='2022-12-17', real_date=datetime.datetime(2022, 12, 17, 0, 0), team='>Boys>Boys 6th Grade Division 1>Lee Mt. Vernon B6-1 Davis', opponent='>Boys>Boys 6th Grade Division 1>Vienna B6-1 Nmah', points=32, against=34, error=False)
CsvRow(db_id=7387163, date='2022-12-17', real_date=datetime.datetime(2022, 12, 17, 0, 0), team='>Boys>Boys 8th Grade Division 1>Gainesville B8-1 Dandrea', opponent='>Boys>Boys 8th Grade Division 1>Arlington B8-1 McLean', points=39, against=55, error=False)
CsvRow(db_id=7390077, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Girls>Girls 6th Grade Division 2>Herndon G6-2 Williams', opponent='>Girls>Girls 6th Grade Division 2>Burke G6-2 Thomas', points=0, against=0, error=False)
CsvRow(db_id=7390074, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Girls>Girls 6th Grade Division 1>Arlington G6-* Gary', opponent='>Girls>Girls 6th Grade Division 2>Turnpike G6-2 Conklin', points=44, against=6, error=False)
CsvRow(db_id=7388412, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Boys>Boys 8th Grade Division 2 >Gainesville B8-2 Maxwell', opponent='>Boys>Boys 8th Grade Division 2 >Fort Belvoir B8-2 Taylor', points=42, against=74, error=False)
CsvRow(db_id=7387176, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Boys>Boys 8th Grade Division 1>Lee District B8-1 Love', opponent='>Boys>Boys 8th Grade Division 1>Vienna B8-1 Marsden', points=50, against=57, error=False)
CsvRow(db_id=7389781, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Girls>Girls 7th Grade Division 2>BRYC G7-2 Shin', opponent='>Girls>Girls 7th Grade Division 2>Gainesville G7-2 Lawhorne', points=9, against=42, error=False)
CsvRow(db_id=7387249, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Girls>Girls 8th Grade Division 1>CYA G8-1 Dowling', opponent='>Girls>Girls 8th Grade Division 1>Arlington G8-1 Hall', points=37, against=41, error=False)
CsvRow(db_id=7388411, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Boys>Boys 8th Grade Division 2 >Mt. Vernon B8-2 Woodhall', opponent='>Boys>Boys 8th Grade Division 2 >South County B8-2 Miller', points=38, against=52, error=False)
CsvRow(db_id=7389050, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Boys>Boys 7th Grade Division 3>Herndon B7-3 Starinieri', opponent='>Boys>Boys 7th Grade Division 3>Reston  B7-3 Schlesinger', points=31, against=29, error=False)
CsvRow(db_id=7389048, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Boys>Boys 7th Grade Division 3>Great Falls B7-3 Conver', opponent='>Boys>Boys 7th Grade Division 3>Springfield B7- 3 Carroll', points=0, against=0, error=False)
CsvRow(db_id=7389868, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Boys>Boys 7th Grade Division 2>FPYC B7-2 Nickle', opponent='>Boys>Boys 7th Grade Division 3>Gainesville B7-  Jackson', points=37, against=15, error=False)
CsvRow(db_id=7389661, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Girls>Girls 7th Grade Division 1>Burke G7-1 Jones', opponent='>Girls>Girls 7th Grade Division 1>Arlington G7-1 Kaufman', points=28, against=36, error=False)
CsvRow(db_id=7387753, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Girls>Girls 8th Grade Division 2>Great Falls G8- 2 Hasan', opponent='>Girls>Girls 8th Grade Division 2>Vienna G8- 2 Tomlinson', points=22, against=30, error=False)
CsvRow(db_id=7387178, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Boys>Boys 8th Grade Division 1>Lee Mt. Vernon B8-1 Bosley', opponent='>Boys>Boys 8th Grade Division 1>Gainesville B8-1 Dandrea', points=51, against=59, error=False)
CsvRow(db_id=7387250, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Girls>Girls 8th Grade Division 1>Fort Hunt G8-1 Garey', opponent='>Girls>Girls 8th Grade Division 2>Springfield G8-* Allen', points=0, against=2, error=False)
CsvRow(db_id=7390493, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Boys>Boys 6th Grade Division 2>South County B6-2 Coleman', opponent='>Boys>Boys 6th Grade Division 2>Lee District B6-2 Diffenbach', points=25, against=31, error=False)
CsvRow(db_id=7388693, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Boys>Boys 7th Grade Division 2>CYA B7-* Baltazar', opponent='>Boys>Boys 7th Grade Division 1>Arlington B7-1 Lowen', points=31, against=62, error=False)
CsvRow(db_id=7390306, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Boys>Boys 6th Grade Division 1>Gainesville B6-1 Torco', opponent='>Boys>Boys 6th Grade Division 1>Great Falls B6-1 Wilson', points=43, against=22, error=False)
CsvRow(db_id=7389049, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Boys>Boys 7th Grade Division 3>SYA B7-3 Sorg', opponent='>Boys>Boys 7th Grade Division 3>CYA B7-3 Hackney', points=45, against=20, error=False)
CsvRow(db_id=7388408, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Boys>Boys 8th Grade Division 2 >Vienna B8-2 Desenti', opponent='>Boys>Boys 8th Grade Division 2 >Reston B8-2 Love', points=48, against=64, error=False)
CsvRow(db_id=7390075, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Girls>Girls 6th Grade Division 2>CYA G6-2 Ballam', opponent='>Girls>Girls 6th Grade Division 2>Great Falls G6-2 Lonnett/Outlaw', points=19, against=36, error=False)
CsvRow(db_id=7389869, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Boys>Boys 7th Grade Division 2>BRYC B7-2 Thanos', opponent='>Boys>Boys 7th Grade Division 2>McLean B7-2 Berusch', points=25, against=42, error=False)
CsvRow(db_id=7389664, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Girls>Girls 7th Grade Division 1>Fort Hunt G7-1 Langone', opponent='>Girls>Girls 7th Grade Division 1>Great Falls G7-1 Wilson', points=35, against=52, error=False)
CsvRow(db_id=7390310, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Boys>Boys 6th Grade Division 1>Vienna B6-1 Nmah', opponent='>Boys>Boys 6th Grade Division 1>Arlington B6-1 Escherick', points=18, against=36, error=False)
CsvRow(db_id=7387752, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Girls>Girls 8th Grade Division 2>Lee District G8- 2 Tickner', opponent='>Girls>Girls 8th Grade Division 2>Turnpike G8-2 Zucker', points=47, against=25, error=False)
CsvRow(db_id=7387750, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Girls>Girls 8th Grade Division 2>Mt. Vernon G8-2 Gorman', opponent='>Girls>Girls 8th Grade Division 2>Reston G8-2 Altamirano', points=26, against=29, error=False)
CsvRow(db_id=7387251, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Girls>Girls 8th Grade Division 1>SYA G8-1 Andersen', opponent='>Girls>Girls 8th Grade Division 1>Burke G8-1 Zahui.', points=57, against=28, error=False)
CsvRow(db_id=7388695, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Boys>Boys 7th Grade Division 1>Gainesville B7-1 Dandrea', opponent='>Boys>Boys 7th Grade Division 1>Vienna B7-1 Stolburg', points=54, against=18, error=False)
CsvRow(db_id=7390193, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Boys>Boys 6th Grade Division 3>FPYC B6-3 Ragan', opponent='>Boys>Boys 6th Grade Division 3>Gum Springs B6-3 Cordisco', points=43, against=29, error=False)
CsvRow(db_id=7390307, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Boys>Boys 6th Grade Division 1>BRYC B6-1 Mitchell', opponent='>Boys>Boys 6th Grade Division 1>Reston B6-1 Laureano', points=42, against=39, error=False)
CsvRow(db_id=7389779, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Girls>Girls 7th Grade Division 1>Arlington G7-1 Sedor', opponent='>Girls>Girls 7th Grade Division 2>Reston G7-2 Altamirano', points=46, against=25, error=False)
CsvRow(db_id=7388407, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Boys>Boys 8th Grade Division 2 >Herndon B8-2 Mendelsohn', opponent='>Boys>Boys 8th Grade Division 2 >BRYC B8-2 Sharma', points=39, against=44, error=False)
CsvRow(db_id=7389870, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Boys>Boys 7th Grade Division 2>Fort Hunt B7-2 Estenson', opponent='>Boys>Boys 7th Grade Division 2>Great Falls B7-2 Klein', points=57, against=35, error=False)
CsvRow(db_id=7389663, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Girls>Girls 7th Grade Division 1>Vienna G7-1 Yoder', opponent='>Girls>Girls 7th Grade Division 1>BRYC G7-1 Shin', points=20, against=43, error=False)
CsvRow(db_id=7387177, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Boys>Boys 8th Grade Division 1>Arlington B8-1 McLean', opponent='>Boys>Boys 8th Grade Division 1>BRYC B8-1 Lee', points=44, against=50, error=False)
CsvRow(db_id=7389047, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Boys>Boys 7th Grade Division 3>Fort Hunt B7-3 Loving', opponent='>Boys>Boys 7th Grade Division 3>Annandale B7-3 Gregory', points=29, against=33, error=False)
CsvRow(db_id=7387751, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Girls>Girls 8th Grade Division 1>Gainesville G8-1* Hampson', opponent='>Girls>Girls 8th Grade Division 2>Burke G8-2 Zahui', points=52, against=15, error=False)
CsvRow(db_id=7390490, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Boys>Boys 6th Grade Division 1>Turnpike B6- Ours', opponent='>Boys>Boys 6th Grade Division 2>Fort Hunt B6-2 Casey', points=52, against=29, error=False)
CsvRow(db_id=7389662, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Girls>Girls 7th Grade Division 1>CYA G7-1  Walker', opponent='>Girls>Girls 7th Grade Division 1>McLean G7- 1 Megas', points=31, against=23, error=False)
CsvRow(db_id=7390309, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Boys>Boys 6th Grade Division 1>Burke B6-1 Raybon', opponent='>Boys>Boys 6th Grade Division 1>McLean B6-1 Tallent', points=48, against=51, error=False)
CsvRow(db_id=7390492, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Boys>Boys 6th Grade Division 2>Arlington B6-2 Romasco', opponent='>Boys>Boys 6th Grade Division 2>CYA B6-2 Kim', points=52, against=19, error=False)
CsvRow(db_id=7389871, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Boys>Boys 7th Grade Division 2>Falls Church B7-2 Papadopoulos', opponent='>Boys>Boys 7th Grade Division 3>Lee Mt. Vernon B7-* Beisner', points=15, against=0, error=False)
CsvRow(db_id=7389872, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Boys>Boys 7th Grade Division 2>Turnpike B7-2 Taylor', opponent='>Boys>Boys 7th Grade Division 2>Arlington B7-2 Parker', points=67, against=27, error=False)
CsvRow(db_id=7390308, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Boys>Boys 6th Grade Division 1>CYA B6-1 McNutt', opponent='>Boys>Boys 6th Grade Division 1>Lee Mt. Vernon B6-1 Davis', points=21, against=33, error=False)
CsvRow(db_id=7388409, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Boys>Boys 8th Grade Division 2 >FPYC B8-2 Davis', opponent='>Boys>Boys 8th Grade Division 2 >Fort Hunt B8-2 Zippel', points=40, against=36, error=False)
CsvRow(db_id=7388692, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Boys>Boys 7th Grade Division 1>Reston  B7-1 Douad', opponent='>Boys>Boys 7th Grade Division 1>South County B7-1 Brown', points=54, against=40, error=False)
CsvRow(db_id=7390076, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Girls>Girls 6th Grade Division 2>BRYC G6-2 Suddarth', opponent='>Girls>Girls 6th Grade Division 2>McLean G6-2 Morneau', points=8, against=19, error=False)
CsvRow(db_id=7388414, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Boys>Boys 8th Grade Division 3>Great Falls B8-* Karaki', opponent='>Boys>Boys 8th Grade Division 2 >Falls Church B8-2 Greiner', points=27, against=53, error=False)
CsvRow(db_id=7390005, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Girls>Girls 6th Grade Division 1>McLean G6-1 Hazzan', opponent='>Girls>Girls 6th Grade Division 2>SYA G6 -* Johnson', points=37, against=23, error=False)
CsvRow(db_id=7387252, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Girls>Girls 8th Grade Division 1>McLean G8-1 Kim', opponent='>Girls>Girls 8th Grade Division 1>McLean G8-1 Norton', points=43, against=29, error=False)
CsvRow(db_id=7388772, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Boys>Boys 8th Grade Division 3>Herndon B8-3 Baker', opponent='>Boys>Boys 8th Grade Division 3>CYA B8-3 Hessell', points=37, against=45, error=False)
CsvRow(db_id=7388694, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Boys>Boys 7th Grade Division 1>McLean B7-1 Leggett', opponent='>Boys>Boys 7th Grade Division 2>Vienna B7- * Leone', points=61, against=24, error=False)
CsvRow(db_id=7388413, date='2022-12-18', real_date=datetime.datetime(2022, 12, 18, 0, 0), team='>Boys>Boys 8th Grade Division 2 >McLean B8-2 Ball', opponent='>Boys>Boys 8th Grade Division 2 >Springfield B8-2 Morrison', points=63, against=65, error=False)
CsvRow(db_id=7387185, date='2023-01-03', real_date=datetime.datetime(2023, 1, 3, 0, 0), team='>Boys>Boys 8th Grade Division 1>Vienna B8-1 Marsden', opponent='>Boys>Boys 8th Grade Division 1>Arlington B8-1 McLean', points=57, against=34, error=False)
CsvRow(db_id=7388375, date='2023-01-03', real_date=datetime.datetime(2023, 1, 3, 0, 0), team='>Boys>Boys 8th Grade Division 2 >Falls Church B8-2 Greiner', opponent='>Boys>Boys 8th Grade Division 2 >Manassas Park B8-2 Gaskins', points=50, against=45, error=False)
CsvRow(db_id=7387183, date='2023-01-03', real_date=datetime.datetime(2023, 1, 3, 0, 0), team='>Boys>Boys 8th Grade Division 1>CYA B8-1 Rosenblatt', opponent='>Boys>Boys 8th Grade Division 1>Lee Mt. Vernon B8-1 Bosley', points=47, against=62, error=False)
CsvRow(db_id=7388378, date='2023-01-03', real_date=datetime.datetime(2023, 1, 3, 0, 0), team='>Boys>Boys 8th Grade Division 2 >Springfield B8-2 Morrison', opponent='>Boys>Boys 8th Grade Division 2 >South County B8-2 Miller', points=51, against=56, error=False)
CsvRow(db_id=7387182, date='2023-01-03', real_date=datetime.datetime(2023, 1, 3, 0, 0), team='>Boys>Boys 8th Grade Division 1>BRYC B8-1 Lee', opponent='>Boys>Boys 8th Grade Division 1>SYA B8-1 Livingston', points=66, against=62, error=False)
CsvRow(db_id=7387181, date='2023-01-03', real_date=datetime.datetime(2023, 1, 3, 0, 0), team='>Boys>Boys 8th Grade Division 1>Gainesville B8-1 Dandrea', opponent='>Boys>Boys 8th Grade Division 1>Lee District B8-1 Love', points=49, against=40, error=False)
CsvRow(db_id=7388376, date='2023-01-03', real_date=datetime.datetime(2023, 1, 3, 0, 0), team='>Boys>Boys 8th Grade Division 2 >Gainesville B8-2 Maxwell', opponent='>Boys>Boys 8th Grade Division 2 >Vienna B8-2 Desenti', points=43, against=65, error=False)
CsvRow(db_id=7387253, date='2023-01-04', real_date=datetime.datetime(2023, 1, 4, 0, 0), team='>Girls>Girls 8th Grade Division 2>Springfield G8-* Allen', opponent='>Girls>Girls 8th Grade Division 2>Reston G8-2 Altamirano', points=34, against=44, error=False)
CsvRow(db_id=7387256, date='2023-01-04', real_date=datetime.datetime(2023, 1, 4, 0, 0), team='>Girls>Girls 8th Grade Division 1>McLean G8-1 Norton', opponent='>Girls>Girls 8th Grade Division 1>Fort Hunt G8-1 Garey', points=40, against=36, error=False)
CsvRow(db_id=7388379, date='2023-01-04', real_date=datetime.datetime(2023, 1, 4, 0, 0), team='>Boys>Boys 8th Grade Division 2 >FPYC B8-2 Davis', opponent='>Boys>Boys 8th Grade Division 2 >Arlington B8-2+ Davis', points=54, against=34, error=False)
CsvRow(db_id=7387255, date='2023-01-04', real_date=datetime.datetime(2023, 1, 4, 0, 0), team='>Girls>Girls 8th Grade Division 1>Arlington G8-1 Hall', opponent='>Girls>Girls 8th Grade Division 1>Burke G8-1 Zahui.', points=28, against=36, error=False)
CsvRow(db_id=7388681, date='2023-01-04', real_date=datetime.datetime(2023, 1, 4, 0, 0), team='>Boys>Boys 7th Grade Division 1>Arlington B7-1 Lowen', opponent='>Boys>Boys 7th Grade Division 1>Reston  B7-1 Douad', points=40, against=49, error=False)
CsvRow(db_id=7388367, date='2023-01-04', real_date=datetime.datetime(2023, 1, 4, 0, 0), team='>Boys>Boys 8th Grade Division 2 >BRYC B8-2 Sharma', opponent='>Boys>Boys 8th Grade Division 2 >Reston B8-2 Love', points=45, against=36, error=False)
CsvRow(db_id=7387254, date='2023-01-04', real_date=datetime.datetime(2023, 1, 4, 0, 0), team='>Girls>Girls 8th Grade Division 1>McLean G8-1 Kim', opponent='>Girls>Girls 8th Grade Division 1>SYA G8-1 Andersen', points=45, against=36, error=False)
CsvRow(db_id=7388368, date='2023-01-05', real_date=datetime.datetime(2023, 1, 5, 0, 0), team='>Boys>Boys 8th Grade Division 2 >Fort Hunt B8-2 Zippel', opponent='>Boys>Boys 8th Grade Division 2 >Gum Springs B8-2 Smith', points=52, against=61, error=False)
CsvRow(db_id=7388370, date='2023-01-05', real_date=datetime.datetime(2023, 1, 5, 0, 0), team='>Boys>Boys 8th Grade Division 2 >BRYC B8-2 Sharma', opponent='>Boys>Boys 8th Grade Division 2 >Mt. Vernon B8-2 Woodhall', points=62, against=34, error=False)
CsvRow(db_id=7389882, date='2023-01-07', real_date=datetime.datetime(2023, 1, 7, 0, 0), team='>Boys>Boys 7th Grade Division 1>Vienna B7-1 Stolburg', opponent='>Boys>Boys 7th Grade Division 2>Arlington B7-2 Parker', points=57, against=27, error=False)
CsvRow(db_id=7390083, date='2023-01-07', real_date=datetime.datetime(2023, 1, 7, 0, 0), team='>Girls>Girls 6th Grade Division 2>McLean G6-2 Morneau', opponent='>Girls>Girls 6th Grade Division 2>Annandale G6-2 Williams', points=23, against=17, error=False)
CsvRow(db_id=7390012, date='2023-01-07', real_date=datetime.datetime(2023, 1, 7, 0, 0), team='>Girls>Girls 6th Grade Division 1>Burke G6-1 Buttery', opponent='>Girls>Girls 6th Grade Division 1>CYA G6-1 Nichols', points=28, against=32, error=False)
CsvRow(db_id=7430936, date='2023-01-07', real_date=datetime.datetime(2023, 1, 7, 0, 0), team='>Girls>Girls 5th grade Division 2>DYS G5-2 Ranone', opponent='>Girls>Girls 5th grade Division 2>Lee Mt. Vernon G5-2  Allen', points=20, against=34, error=False)
